agent_name,size,dirt_rate,seed,repetition,initial_dirt,final_dirt,cells_cleaned,actions_taken,performance,success,is_finished,runtime_sec,recording
random,64x64,0.1,444,1,0,0,0,1000,-10.0,True,True,12.849,game_2025-08-25_18-19-15_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,444,1,0,0,0,1000,-10.0,True,True,12.746,game_2025-08-25_18-19-29_julianfernandezrandomagent.json
random,64x64,0.1,555,1,0,0,0,1000,-10.0,True,True,12.755,game_2025-08-25_18-19-43_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,555,1,0,0,0,1000,-10.0,True,True,12.801,game_2025-08-25_18-19-57_julianfernandezrandomagent.json
random,64x64,0.1,666,1,0,0,0,1000,-10.0,True,True,12.782,game_2025-08-25_18-20-11_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,666,1,0,0,0,1000,-10.0,True,True,12.866,game_2025-08-25_18-20-25_julianfernandezrandomagent.json
random,64x64,0.1,777,1,0,0,0,1000,-10.0,True,True,12.767,game_2025-08-25_18-20-39_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,777,1,0,0,0,1000,-10.0,True,True,12.828,game_2025-08-25_18-20-53_julianfernandezrandomagent.json
random,64x64,0.1,888,1,0,0,0,1000,-10.0,True,True,12.807,game_2025-08-25_18-21-07_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,888,1,0,0,0,1000,-10.0,True,True,12.831,game_2025-08-25_18-21-21_julianfernandezrandomagent.json
random,64x64,0.1,999,1,0,0,0,1000,-10.0,True,True,12.805,game_2025-08-25_18-21-35_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,999,1,0,0,0,1000,-10.0,True,True,12.812,game_2025-08-25_18-21-49_julianfernandezrandomagent.json
random,64x64,0.1,0,1,0,0,0,1000,-10.0,True,True,13.03,game_2025-08-25_18-22-03_julianfernandezrandomagent.json
simple_reflex,64x64,0.1,0,1,0,0,0,1000,-10.0,True,True,12.843,game_2025-08-25_18-22-17_julianfernandezrandomagent.json
random,64x64,0.2,111,1,0,0,0,1000,-10.0,True,True,12.799,game_2025-08-25_18-22-31_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,111,1,0,0,0,1000,-10.0,True,True,12.856,game_2025-08-25_18-22-45_julianfernandezrandomagent.json
random,64x64,0.2,222,1,0,0,0,1000,-10.0,True,True,12.818,game_2025-08-25_18-22-59_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,222,1,0,0,0,1000,-10.0,True,True,12.846,game_2025-08-25_18-23-13_julianfernandezrandomagent.json
random,64x64,0.2,333,1,0,0,0,1000,-10.0,True,True,12.859,game_2025-08-25_18-23-27_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,333,1,0,0,0,1000,-10.0,True,True,12.89,game_2025-08-25_18-23-41_julianfernandezrandomagent.json
random,64x64,0.2,444,1,0,0,0,1000,-10.0,True,True,12.871,game_2025-08-25_18-23-55_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,444,1,0,0,0,1000,-10.0,True,True,12.819,game_2025-08-25_18-24-09_julianfernandezrandomagent.json
random,64x64,0.2,555,1,0,0,0,1000,-10.0,True,True,15.518,game_2025-08-25_18-24-26_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,555,1,0,0,0,1000,-10.0,True,True,12.861,game_2025-08-25_18-24-40_julianfernandezrandomagent.json
random,64x64,0.2,666,1,0,0,0,1000,-10.0,True,True,12.83,game_2025-08-25_18-24-54_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,666,1,0,0,0,1000,-10.0,True,True,12.812,game_2025-08-25_18-25-08_julianfernandezrandomagent.json
random,64x64,0.2,777,1,0,0,0,1000,-10.0,True,True,12.928,game_2025-08-25_18-25-22_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,777,1,0,0,0,1000,-10.0,True,True,12.909,game_2025-08-25_18-25-36_julianfernandezrandomagent.json
random,64x64,0.2,888,1,0,0,0,1000,-10.0,True,True,12.878,game_2025-08-25_18-25-50_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,888,1,0,0,0,1000,-10.0,True,True,12.9,game_2025-08-25_18-26-04_julianfernandezrandomagent.json
random,64x64,0.2,999,1,0,0,0,1000,-10.0,True,True,18.816,game_2025-08-25_18-26-24_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,999,1,0,0,0,1000,-10.0,True,True,31.301,game_2025-08-25_18-26-56_julianfernandezrandomagent.json
random,64x64,0.2,0,1,0,0,0,1000,-10.0,True,True,12.828,game_2025-08-25_18-27-10_julianfernandezrandomagent.json
simple_reflex,64x64,0.2,0,1,0,0,0,1000,-10.0,True,True,12.808,game_2025-08-25_18-27-24_julianfernandezrandomagent.json
random,64x64,0.4,111,1,0,0,0,1000,-10.0,True,True,12.887,game_2025-08-25_18-27-38_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,111,1,0,0,0,1000,-10.0,True,True,13.258,game_2025-08-25_18-27-53_julianfernandezrandomagent.json
random,64x64,0.4,222,1,0,0,0,1000,-10.0,True,True,12.877,game_2025-08-25_18-28-07_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,222,1,0,0,0,1000,-10.0,True,True,12.876,game_2025-08-25_18-28-21_julianfernandezrandomagent.json
random,64x64,0.4,333,1,0,0,0,1000,-10.0,True,True,13.032,game_2025-08-25_18-28-35_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,333,1,0,0,0,1000,-10.0,True,True,22.42,game_2025-08-25_18-28-58_julianfernandezrandomagent.json
random,64x64,0.4,444,1,0,0,0,1000,-10.0,True,True,12.92,game_2025-08-25_18-29-13_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,444,1,0,0,0,1000,-10.0,True,True,12.958,game_2025-08-25_18-29-27_julianfernandezrandomagent.json
random,64x64,0.4,555,1,0,0,0,1000,-10.0,True,True,13.026,game_2025-08-25_18-29-41_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,555,1,0,0,0,1000,-10.0,True,True,12.936,game_2025-08-25_18-29-55_julianfernandezrandomagent.json
random,64x64,0.4,666,1,0,0,0,1000,-10.0,True,True,12.952,game_2025-08-25_18-30-09_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,666,1,0,0,0,1000,-10.0,True,True,12.913,game_2025-08-25_18-30-23_julianfernandezrandomagent.json
random,64x64,0.4,777,1,0,0,0,1000,-10.0,True,True,12.928,game_2025-08-25_18-30-37_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,777,1,0,0,0,1000,-10.0,True,True,12.853,game_2025-08-25_18-30-51_julianfernandezrandomagent.json
random,64x64,0.4,888,1,0,0,0,1000,-10.0,True,True,12.901,game_2025-08-25_18-31-05_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,888,1,0,0,0,1000,-10.0,True,True,17.583,game_2025-08-25_18-31-24_julianfernandezrandomagent.json
random,64x64,0.4,999,1,0,0,0,1000,-10.0,True,True,12.952,game_2025-08-25_18-31-38_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,999,1,0,0,0,1000,-10.0,True,True,12.94,game_2025-08-25_18-31-52_julianfernandezrandomagent.json
random,64x64,0.4,0,1,0,0,0,1000,-10.0,True,True,12.928,game_2025-08-25_18-32-07_julianfernandezrandomagent.json
simple_reflex,64x64,0.4,0,1,0,0,0,1000,-10.0,True,True,23.992,game_2025-08-25_18-32-32_julianfernandezrandomagent.json
random,64x64,0.8,111,1,0,0,0,1000,-10.0,True,True,12.913,game_2025-08-25_18-32-46_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,111,1,0,0,0,1000,-10.0,True,True,12.91,game_2025-08-25_18-33-00_julianfernandezrandomagent.json
random,64x64,0.8,222,1,0,0,0,1000,-10.0,True,True,12.932,game_2025-08-25_18-33-14_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,222,1,0,0,0,1000,-10.0,True,True,12.871,game_2025-08-25_18-33-28_julianfernandezrandomagent.json
random,64x64,0.8,333,1,0,0,0,1000,-10.0,True,True,12.925,game_2025-08-25_18-33-42_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,333,1,0,0,0,1000,-10.0,True,True,12.914,game_2025-08-25_18-33-56_julianfernandezrandomagent.json
random,64x64,0.8,444,1,0,0,0,1000,-10.0,True,True,12.911,game_2025-08-25_18-34-10_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,444,1,0,0,0,1000,-10.0,True,True,12.924,game_2025-08-25_18-34-24_julianfernandezrandomagent.json
random,64x64,0.8,555,1,0,0,0,1000,-10.0,True,True,12.962,game_2025-08-25_18-34-38_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,555,1,0,0,0,1000,-10.0,True,True,12.99,game_2025-08-25_18-34-52_julianfernandezrandomagent.json
random,64x64,0.8,666,1,0,0,0,1000,-10.0,True,True,12.901,game_2025-08-25_18-35-06_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,666,1,0,0,0,1000,-10.0,True,True,12.96,game_2025-08-25_18-35-21_julianfernandezrandomagent.json
random,64x64,0.8,777,1,0,0,0,1000,-10.0,True,True,12.847,game_2025-08-25_18-35-35_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,777,1,0,0,0,1000,-10.0,True,True,12.872,game_2025-08-25_18-35-49_julianfernandezrandomagent.json
random,64x64,0.8,888,1,0,0,0,1000,-10.0,True,True,12.929,game_2025-08-25_18-36-03_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,888,1,0,0,0,1000,-10.0,True,True,12.873,game_2025-08-25_18-36-17_julianfernandezrandomagent.json
random,64x64,0.8,999,1,0,0,0,1000,-10.0,True,True,12.921,game_2025-08-25_18-36-31_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,999,1,0,0,0,1000,-10.0,True,True,12.898,game_2025-08-25_18-36-45_julianfernandezrandomagent.json
random,64x64,0.8,0,1,0,0,0,1000,-10.0,True,True,44.139,game_2025-08-25_18-37-30_julianfernandezrandomagent.json
simple_reflex,64x64,0.8,0,1,0,0,0,1000,-10.0,True,True,12.808,game_2025-08-25_18-37-44_julianfernandezrandomagent.json
random,128x128,0.1,111,1,0,0,0,1000,-10.0,True,True,29.355,game_2025-08-25_18-38-08_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,111,1,0,0,0,1000,-10.0,True,True,29.342,game_2025-08-25_18-38-42_julianfernandezrandomagent.json
random,128x128,0.1,222,1,0,0,0,1000,-10.0,True,True,29.246,game_2025-08-25_18-39-15_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,222,1,0,0,0,1000,-10.0,True,True,29.402,game_2025-08-25_18-39-49_julianfernandezrandomagent.json
random,128x128,0.1,333,1,0,0,0,1000,-10.0,True,True,29.355,game_2025-08-25_18-40-23_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,333,1,0,0,0,1000,-10.0,True,True,29.413,game_2025-08-25_18-40-56_julianfernandezrandomagent.json
random,128x128,0.1,444,1,0,0,0,1000,-10.0,True,True,29.349,game_2025-08-25_18-41-30_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,444,1,0,0,0,1000,-10.0,True,True,29.309,game_2025-08-25_18-42-04_julianfernandezrandomagent.json
random,128x128,0.1,555,1,0,0,0,1000,-10.0,True,True,29.367,game_2025-08-25_18-42-37_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,555,1,0,0,0,1000,-10.0,True,True,29.448,game_2025-08-25_18-43-11_julianfernandezrandomagent.json
random,128x128,0.1,666,1,0,0,0,1000,-10.0,True,True,29.299,game_2025-08-25_18-43-45_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,666,1,0,0,0,1000,-10.0,True,True,29.444,game_2025-08-25_18-44-18_julianfernandezrandomagent.json
random,128x128,0.1,777,1,0,0,0,1000,-10.0,True,True,29.427,game_2025-08-25_18-44-52_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,777,1,0,0,0,1000,-10.0,True,True,29.363,game_2025-08-25_18-45-26_julianfernandezrandomagent.json
random,128x128,0.1,888,1,0,0,0,1000,-10.0,True,True,29.53,game_2025-08-25_18-45-59_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,888,1,0,0,0,1000,-10.0,True,True,29.237,game_2025-08-25_18-46-33_julianfernandezrandomagent.json
random,128x128,0.1,999,1,0,0,0,1000,-10.0,True,True,29.221,game_2025-08-25_18-47-07_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,999,1,0,0,0,1000,-10.0,True,True,29.263,game_2025-08-25_18-47-40_julianfernandezrandomagent.json
random,128x128,0.1,0,1,0,0,0,1000,-10.0,True,True,29.31,game_2025-08-25_18-48-14_julianfernandezrandomagent.json
simple_reflex,128x128,0.1,0,1,0,0,0,1000,-10.0,True,True,29.326,game_2025-08-25_18-48-47_julianfernandezrandomagent.json
random,128x128,0.2,111,1,0,0,0,1000,-10.0,True,True,29.537,game_2025-08-25_18-49-21_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,111,1,0,0,0,1000,-10.0,True,True,29.435,game_2025-08-25_18-49-55_julianfernandezrandomagent.json
random,128x128,0.2,222,1,0,0,0,1000,-10.0,True,True,29.411,game_2025-08-25_18-50-29_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,222,1,0,0,0,1000,-10.0,True,True,29.513,game_2025-08-25_18-51-02_julianfernandezrandomagent.json
random,128x128,0.2,333,1,0,0,0,1000,-10.0,True,True,29.464,game_2025-08-25_18-51-36_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,333,1,0,0,0,1000,-10.0,True,True,29.547,game_2025-08-25_18-52-10_julianfernandezrandomagent.json
random,128x128,0.2,444,1,0,0,0,1000,-10.0,True,True,29.506,game_2025-08-25_18-52-44_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,444,1,0,0,0,1000,-10.0,True,True,29.468,game_2025-08-25_18-53-18_julianfernandezrandomagent.json
random,128x128,0.2,555,1,0,0,0,1000,-10.0,True,True,29.511,game_2025-08-25_18-53-52_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,555,1,0,0,0,1000,-10.0,True,True,29.406,game_2025-08-25_18-54-25_julianfernandezrandomagent.json
random,128x128,0.2,666,1,0,0,0,1000,-10.0,True,True,29.466,game_2025-08-25_18-54-59_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,666,1,0,0,0,1000,-10.0,True,True,29.489,game_2025-08-25_18-55-33_julianfernandezrandomagent.json
random,128x128,0.2,777,1,0,0,0,1000,-10.0,True,True,29.549,game_2025-08-25_18-56-07_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,777,1,0,0,0,1000,-10.0,True,True,29.662,game_2025-08-25_18-56-41_julianfernandezrandomagent.json
random,128x128,0.2,888,1,0,0,0,1000,-10.0,True,True,29.418,game_2025-08-25_18-57-15_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,888,1,0,0,0,1000,-10.0,True,True,29.85,game_2025-08-25_18-57-49_julianfernandezrandomagent.json
random,128x128,0.2,999,1,0,0,0,1000,-10.0,True,True,29.423,game_2025-08-25_18-58-23_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,999,1,0,0,0,1000,-10.0,True,True,29.959,game_2025-08-25_18-58-56_julianfernandezrandomagent.json
random,128x128,0.2,0,1,0,0,0,1000,-10.0,True,True,29.332,game_2025-08-25_18-59-31_julianfernandezrandomagent.json
simple_reflex,128x128,0.2,0,1,0,0,0,1000,-10.0,True,True,29.408,game_2025-08-25_19-00-04_julianfernandezrandomagent.json
random,128x128,0.4,111,1,0,0,0,1000,-10.0,True,True,29.627,game_2025-08-25_19-00-38_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,111,1,0,0,0,1000,-10.0,True,True,29.853,game_2025-08-25_19-01-12_julianfernandezrandomagent.json
random,128x128,0.4,222,1,0,0,0,1000,-10.0,True,True,29.813,game_2025-08-25_19-01-47_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,222,1,0,0,0,1000,-10.0,True,True,29.874,game_2025-08-25_19-02-21_julianfernandezrandomagent.json
random,128x128,0.4,333,1,0,0,0,1000,-10.0,True,True,29.678,game_2025-08-25_19-02-55_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,333,1,0,0,0,1000,-10.0,True,True,29.8,game_2025-08-25_19-03-29_julianfernandezrandomagent.json
random,128x128,0.4,444,1,0,0,0,1000,-10.0,True,True,29.7,game_2025-08-25_19-04-03_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,444,1,0,0,0,1000,-10.0,True,True,29.674,game_2025-08-25_19-04-38_julianfernandezrandomagent.json
random,128x128,0.4,555,1,0,0,0,1000,-10.0,True,True,30.312,game_2025-08-25_19-05-12_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,555,1,0,0,0,1000,-10.0,True,True,29.838,game_2025-08-25_19-05-46_julianfernandezrandomagent.json
random,128x128,0.4,666,1,0,0,0,1000,-10.0,True,True,29.651,game_2025-08-25_19-06-21_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,666,1,0,0,0,1000,-10.0,True,True,29.922,game_2025-08-25_19-06-55_julianfernandezrandomagent.json
random,128x128,0.4,777,1,0,0,0,1000,-10.0,True,True,29.762,game_2025-08-25_19-07-29_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,777,1,0,0,0,1000,-10.0,True,True,29.731,game_2025-08-25_19-08-03_julianfernandezrandomagent.json
random,128x128,0.4,888,1,0,0,0,1000,-10.0,True,True,29.698,game_2025-08-25_19-08-37_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,888,1,0,0,0,1000,-10.0,True,True,29.655,game_2025-08-25_19-09-12_julianfernandezrandomagent.json
random,128x128,0.4,999,1,0,0,0,1000,-10.0,True,True,29.722,game_2025-08-25_19-09-46_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,999,1,0,0,0,1000,-10.0,True,True,29.838,game_2025-08-25_19-10-20_julianfernandezrandomagent.json
random,128x128,0.4,0,1,0,0,0,1000,-10.0,True,True,29.833,game_2025-08-25_19-10-54_julianfernandezrandomagent.json
simple_reflex,128x128,0.4,0,1,0,0,0,1000,-10.0,True,True,29.773,game_2025-08-25_19-11-28_julianfernandezrandomagent.json
random,128x128,0.8,111,1,0,0,0,1000,-10.0,True,True,29.597,game_2025-08-25_19-12-02_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,111,1,0,0,0,1000,-10.0,True,True,29.619,game_2025-08-25_19-12-36_julianfernandezrandomagent.json
random,128x128,0.8,222,1,0,0,0,1000,-10.0,True,True,29.691,game_2025-08-25_19-13-10_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,222,1,0,0,0,1000,-10.0,True,True,29.576,game_2025-08-25_19-13-44_julianfernandezrandomagent.json
random,128x128,0.8,333,1,0,0,0,1000,-10.0,True,True,29.644,game_2025-08-25_19-14-18_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,333,1,0,0,0,1000,-10.0,True,True,29.837,game_2025-08-25_19-14-52_julianfernandezrandomagent.json
random,128x128,0.8,444,1,0,0,0,1000,-10.0,True,True,29.876,game_2025-08-25_19-15-26_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,444,1,0,0,0,1000,-10.0,True,True,29.733,game_2025-08-25_19-16-00_julianfernandezrandomagent.json
random,128x128,0.8,555,1,0,0,0,1000,-10.0,True,True,29.639,game_2025-08-25_19-16-34_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,555,1,0,0,0,1000,-10.0,True,True,29.848,game_2025-08-25_19-17-08_julianfernandezrandomagent.json
random,128x128,0.8,666,1,0,0,0,1000,-10.0,True,True,29.77,game_2025-08-25_19-17-43_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,666,1,0,0,0,1000,-10.0,True,True,29.764,game_2025-08-25_19-18-17_julianfernandezrandomagent.json
random,128x128,0.8,777,1,0,0,0,1000,-10.0,True,True,29.719,game_2025-08-25_19-18-51_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,777,1,0,0,0,1000,-10.0,True,True,29.549,game_2025-08-25_19-19-25_julianfernandezrandomagent.json
random,128x128,0.8,888,1,0,0,0,1000,-10.0,True,True,29.603,game_2025-08-25_19-19-59_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,888,1,0,0,0,1000,-10.0,True,True,29.675,game_2025-08-25_19-20-33_julianfernandezrandomagent.json
random,128x128,0.8,999,1,0,0,0,1000,-10.0,True,True,29.762,game_2025-08-25_19-21-07_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,999,1,0,0,0,1000,-10.0,True,True,29.744,game_2025-08-25_19-21-41_julianfernandezrandomagent.json
random,128x128,0.8,0,1,0,0,0,1000,-10.0,True,True,29.678,game_2025-08-25_19-22-15_julianfernandezrandomagent.json
simple_reflex,128x128,0.8,0,1,0,0,0,1000,-10.0,True,True,29.761,game_2025-08-25_19-22-49_julianfernandezrandomagent.json
