algorithm_name,env_n,size,best_solution,H,states,time
SA,17,10,"[9, 6, 3, 0, 2, 7, 5, 1, 8, 4]",0,364,0.0028433799743652344
SA,18,10,"[5, 0, 6, 4, 2, 8, 9, 7, 1, 3]",1,1839,0.014442682266235352
SA,19,10,"[8, 3, 7, 6, 1, 9, 5, 0, 2, 4]",1,1839,0.014349222183227539
SA,20,10,"[2, 4, 8, 1, 9, 6, 3, 0, 7, 5]",0,408,0.003164052963256836
SA,21,10,"[8, 3, 0, 4, 7, 9, 6, 2, 5, 1]",0,959,0.007659435272216797
SA,22,10,"[5, 7, 2, 0, 8, 6, 9, 3, 1, 4]",0,547,0.0043070316314697266
SA,23,10,"[5, 3, 6, 9, 2, 4, 7, 0, 8, 1]",0,952,0.007365703582763672
SA,24,10,"[3, 8, 6, 9, 0, 2, 5, 7, 9, 1]",1,1839,0.014328241348266602
SA,25,10,"[5, 9, 6, 1, 3, 8, 0, 7, 4, 2]",0,1637,0.012812137603759766
SA,26,10,"[1, 5, 0, 8, 6, 2, 9, 7, 4, 0]",1,1839,0.014685869216918945
SA,27,10,"[9, 4, 6, 8, 2, 7, 1, 3, 5, 8]",1,1839,0.014730691909790039
SA,28,10,"[0, 5, 7, 4, 1, 8, 2, 9, 6, 3]",0,585,0.004640817642211914
SA,29,10,"[7, 4, 2, 0, 9, 1, 5, 8, 6, 3]",0,1658,0.012938261032104492
GA,0,10,"[9, 1, 3, 7, 2, 8, 5, 0, 4, 6]",0,3240,0.0446317195892334
GA,1,10,"[7, 2, 8, 1, 4, 0, 5, 9, 1, 6]",1,20040,0.26972031593322754
GA,2,10,"[2, 4, 8, 3, 5, 9, 1, 6, 0, 7]",0,360,0.004649162292480469
GA,3,10,"[3, 9, 2, 5, 8, 1, 7, 4, 6, 0]",0,1560,0.02151322364807129
GA,4,10,"[1, 5, 8, 0, 7, 4, 2, 9, 6, 3]",0,5880,0.08021283149719238
GA,5,10,"[6, 1, 9, 5, 0, 8, 4, 2, 7, 3]",0,720,0.011733293533325195
GA,6,10,"[6, 2, 5, 8, 0, 9, 3, 1, 7, 4]",0,3240,0.04488015174865723
GA,7,10,"[2, 7, 9, 3, 8, 0, 4, 6, 1, 5]",0,7680,0.1062934398651123
GA,8,10,"[3, 8, 4, 7, 0, 2, 5, 1, 6, 9]",0,960,0.013005733489990234
GA,9,10,"[5, 1, 9, 6, 8, 2, 0, 3, 7, 4]",0,120,0.0011906623840332031
GA,10,10,"[7, 4, 0, 3, 8, 6, 2, 9, 5, 1]",0,720,0.009634017944335938
GA,11,10,"[1, 5, 7, 9, 3, 0, 2, 4, 8, 6]",1,20040,0.2736959457397461
GA,12,10,"[2, 7, 5, 1, 9, 4, 0, 3, 8, 6]",0,14400,0.19684147834777832
GA,13,10,"[4, 7, 1, 6, 2, 0, 8, 3, 5, 9]",0,1320,0.018097877502441406
GA,14,10,"[9, 7, 4, 1, 3, 0, 6, 8, 5, 2]",0,1200,0.016552448272705078
GA,15,10,"[9, 0, 5, 8, 4, 1, 7, 2, 6, 3]",1,20040,0.27606940269470215
GA,16,10,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",0,480,0.0062923431396484375
GA,17,10,"[9, 6, 3, 0, 2, 8, 5, 7, 4, 1]",0,3000,0.04091763496398926
GA,18,10,"[6, 3, 5, 0, 8, 9, 4, 1, 7, 2]",1,20040,0.2745218276977539
GA,19,10,"[1, 7, 4, 6, 3, 0, 9, 5, 8, 2]",1,20040,0.2855517864227295
GA,20,10,"[4, 2, 0, 8, 6, 1, 9, 7, 5, 3]",0,1440,0.019835710525512695
GA,21,10,"[1, 5, 2, 6, 3, 0, 8, 4, 9, 7]",1,20040,0.2732393741607666
GA,22,10,"[6, 4, 2, 8, 5, 9, 1, 3, 0, 7]",0,2880,0.03907942771911621
GA,23,10,"[0, 3, 8, 6, 1, 9, 2, 5, 7, 4]",0,360,0.004591226577758789
GA,24,10,"[5, 7, 0, 6, 3, 1, 8, 4, 2, 9]",0,6000,0.08107709884643555
GA,25,10,"[4, 7, 3, 0, 2, 8, 6, 9, 1, 5]",0,960,0.012983560562133789
GA,26,10,"[0, 8, 6, 1, 3, 7, 9, 4, 2, 5]",0,1440,0.01961994171142578
GA,27,10,"[7, 4, 1, 8, 6, 3, 0, 2, 9, 5]",0,120,0.0011930465698242188
GA,28,10,"[4, 0, 7, 9, 6, 3, 1, 8, 5, 2]",0,5520,0.07480454444885254
GA,29,10,"[9, 3, 5, 8, 2, 0, 7, 1, 4, 6]",0,2880,0.038870811462402344
